clip_id,song_title,movie,year,decade,composer,singer,umap_1,umap_2
oVz1YKh16cQ_clip,നാദസ്വരം എന്നാൽ ഇതാണ് - കേട്ടിരുന്നു പോകും#music#devotional#songs#trending#nadaswaram,Bhakthapriya,1965,1960,K.V. Mahadevan,T.M. Soundararajan,2.7153409,1.5554941
p3ij5qLS0Uk_clip,Annakili Unnai Theduthe (Sad) ,Annakili,1974,1970,Ilaiyaraaja,S.P. Balasubrahmanyam,1.5905693,2.1801841
q7k8dt6FykI_clip,Parasakthi - Court Scene,Parasakthi,1950,1950,Viswanathan Ramamoorthy,T.M. Soundararajan,1.2574909,0.84393907
qvt6RiN8lz0_clip,SANGEETHA MEGHAM (Tamil) BY K.Md.RAFI,Anari,1967,1960,Viswanathan Ramamoorthy,T.M. Soundararajan,0.80988944,2.7687612
qzJX1s-YTT8_clip,Sorgam Songs - Sollathe Yarum Ketal Video Song ,Thai Sorgam,1958,1950,K.V. Mahadevan,T.M. Soundararajan,0.8383253,1.5688053
siaDRdE-cd4_clip,மலரே குறிஞ்சி மலரே HD Video Song ,Muthal Mariyathai,1975,1970,Ilaiyaraaja,S.P. Balasubrahmanyam,2.0098698,1.7931073
sr3yqK_NMs8_clip,Pooja Chestamu Rare,Pooja Pooja,1986,1980,Ilaiyaraaja,S.P. Balasubrahmanyam,1.9959255,1.098861
tChgXTqpLGk_clip,சேந்தன் அமுதன் அரசர் ஆக மாறியது‌ எப்படி? ,Ponniyin Selvan,1955,1950,K.V. Mahadevan,T.M. Soundararajan,5.095335,3.594409
tvWx-l8UakA_clip,Ennuyire Ennai Whatsapp Status ,Nootukku Chengam,1973,1970,Ilaiyaraaja,S.P. Balasubrahmanyam,0.98286504,4.5802617
uS0FYQc1xv8_clip,காதல் ராகமும் Video Song ,Kadal Meengal,1968,1960,M.S. Viswanathan,T.M. Soundararajan,2.0112972,1.1794952
wHOhktsPxkU_clip,Thenmadurai Video Song in Dharmathin Thalaivan Movie ,Then Madhurai,1968,1960,M.S. Viswanathan,T.M. Soundararajan,1.8211046,1.3824012
wk2GFPcIRDI_clip,Salo or the 120 Days of Sodom (1975) Movie Explained in Hindi//In Urdu//movie explained in hindi,Annakili,1976,1970,Ilaiyaraaja,S.P. Balasubrahmanyam,4.0733805,5.630147
wkUj18Z_yMg_clip,Yelai Imayamalai Video Song ,Karmatha Boomi,1956,1950,K.V. Mahadevan,T.M. Soundararajan,4.555753,3.6615646
